Bench,Block,Pop,Position,Cohort,First Bud Date,Height (cm) @ First Bud ,First Flower Date,Height (cm) @ First Flower,First Fruit Date,Height (cm) @ First Fruit,Death Date,Notes
1,1,CAAN2,B14,cohort 6,,,,,,,,
1,1,CAAN2,C01,cohort 6,,,,,,,,
1,1,CAAN2,D06,cohort 6,,,,,,,,
1,1,CAAN2,E03,cohort 6,,,,,,,,
1,1,CAAN2,F08,cohort 6,,,,,,,,
1,1,CAAN2,A05,cohort 7,,,,,,,,
1,1,CAAN2,D02,cohort 7,,,,,,,,3/28 very small
1,1,CAAN2,F02,cohort 7,,,,,,,,
1,1,CAAN2,F10,cohort 7,,,,,,,,
1,1,CAAN2,F12,cohort 7,,,,,,,,
1,1,CAAN2,G01,cohort 7,,,,,,,,
1,1,CAAN2,C13,cohort 8,,,,,,,,
1,1,CAAN2,D08,cohort 8,,,,,,,,
1,1,CAAN2,F04,cohort 8,,,,,,,,
1,1,CAAN2,F06,cohort 8,,,,,,,,
1,1,CAAN2,G07,cohort 8,,,,,,,,
1,1,CAAN2,G13,cohort 8,,,,,,,,
2,6,CAAN2,E01,blank,,,,,,,,
2,6,CAAN2,B06,cohort 2,,,,,,,,
2,6,CAAN2,C03,cohort 2,,,,,,,,
2,6,CAAN2,C07,cohort 2,,,,,,,,
2,6,CAAN2,D02,cohort 2,,,,,,,,
2,6,CAAN2,D14,cohort 2,,,,,,,,
2,6,CAAN2,D12,cohort 3,,,,,,,,
2,6,CAAN2,E03,cohort 3,,,,,,,,
2,6,CAAN2,F08,cohort 3,,,,,,,,
2,6,CAAN2,G07,cohort 3,,,,,,,,
2,6,CAAN2,B14,cohort 4,,,,,,,,
2,6,CAAN2,E13,cohort 4,,,,,,,,
2,6,CAAN2,F12,cohort 4,,,,,,,,
2,6,CAAN2,F14,cohort 4,,,,,,,,
2,6,CAAN2,G09,cohort 4,,,,,,,1/31/22,
2,6,CAAN2,A11,cohort 5,,,,,,,1/24/22,
2,6,CAAN2,B02,cohort 5,,,,,,,,
2,6,CAAN2,D04,cohort 5,,,,,,,,
2,6,CAAN2,C01,cohort 6,,,,,,,,
2,6,CAAN2,C13,cohort 6,,,,,,,,
2,6,CAAN2,E05,cohort 6,,,,,,,,
2,6,CAAN2,E09,cohort 6,,,,,,,,
2,6,CAAN2,F04,cohort 6,,,,,,,,
2,6,CAAN2,A03,cohort 7,5/25/22,1.1,,,,,,
2,6,CAAN2,A13,cohort 7,,,,,,,,
2,6,CAAN2,B08,cohort 7,,,,,,,,
2,6,CAAN2,C05,cohort 7,,,,,,,,
2,6,CAAN2,C11,cohort 7,,,,,,,,
2,6,CAAN2,D08,cohort 7,,,,,,,,
2,6,CAAN2,C09,cohort 8,,,,,,,,
2,6,CAAN2,D06,cohort 8,,,,,,,,
2,6,CAAN2,F06,cohort 8,,,,,,,,
2,6,CAAN2,G01,cohort 8,,,,,,,,
2,6,CAAN2,G03,cohort 8,,,,,,,,
2,6,CAAN2,G11,cohort 8,,,,,,,,
3,2,CAAN2,D12,blank,,,,,,,,
3,2,CAAN2,G07,cohort 1,,,,,,,1/27/22,
3,2,CAAN2,B12,cohort 2,,,,,,,,
3,2,CAAN2,C07,cohort 2,,,,,,,,
3,2,CAAN2,F10,cohort 2,,,,,,,,
3,2,CAAN2,F12,cohort 2,,,,,,,,
3,2,CAAN2,G03,cohort 2,,,,,,,,
3,2,CAAN2,G05,cohort 2,,,,,,,,
3,2,CAAN2,B10,cohort 3,,,,,,,,
3,2,CAAN2,E07,cohort 3,,,,,,,,
3,2,CAAN2,E11,cohort 3,,,,,,,,
3,2,CAAN2,F06,cohort 3,,,,,,,,
3,2,CAAN2,E05,cohort 4,,,,,,,,
3,2,CAAN2,E13,cohort 4,,,,,,,,
3,2,CAAN2,C03,cohort 5,,,,,,,,
3,2,CAAN2,D06,cohort 5,,,,,,,,
3,2,CAAN2,E03,cohort 5,,,,,,,,
3,2,CAAN2,C11,cohort 6,,,,,,,,
3,2,CAAN2,D08,cohort 6,,,,,,,,
3,2,CAAN2,F04,cohort 6,,,,,,,,
3,2,CAAN2,G13,cohort 6,,,,,,,,
3,2,CAAN2,A07,cohort 7,,,,,,,,
3,2,CAAN2,B02,cohort 7,,,,,,,,
3,2,CAAN2,C05,cohort 7,,,,,,,,
3,2,CAAN2,C09,cohort 7,,,,,,,,
3,2,CAAN2,E09,cohort 7,,,,,,,,
3,2,CAAN2,G11,cohort 7,,,,,,,,
3,2,CAAN2,A11,cohort 8,,,,,,,,
3,2,CAAN2,D02,cohort 8,,,,,,,,
3,2,CAAN2,D14,cohort 8,,,,,,,,
3,2,CAAN2,E01,cohort 8,,,,,,,,
3,2,CAAN2,F02,cohort 8,,,,,,,,
3,2,CAAN2,F14,cohort 8,,,,,,,,
4,10,CAAN2,F06,blank,,,,,,,,
4,10,CAAN2,A11,cohort 2,,,,,,,,
4,10,CAAN2,B02,cohort 2,,,,,,,,
4,10,CAAN2,D08,cohort 2,,,,,,,,
4,10,CAAN2,E05,cohort 2,,,,,,,,
4,10,CAAN2,G07,cohort 2,,,,,,,,
4,10,CAAN2,G11,cohort 2,,,,,,,,
4,10,CAAN2,B10,cohort 3,,,,,,,,
4,10,CAAN2,C03,cohort 3,,,,,,,,
4,10,CAAN2,D02,cohort 3,,,,,,,,
4,10,CAAN2,E13,cohort 3,,,,,,,,
4,10,CAAN2,F12,cohort 4,,,,,,,,
4,10,CAAN2,G09,cohort 4,,,,,,,,
4,10,CAAN2,E09,cohort 5,,,,,,,,
4,10,CAAN2,F04,cohort 5,,,,,,,,
4,10,CAAN2,F08,cohort 5,,,,,,,,
4,10,CAAN2,A09,cohort 6,,,,,,,,
4,10,CAAN2,A13,cohort 6,,,,,,,,
4,10,CAAN2,B12,cohort 6,,,,,,,,
4,10,CAAN2,D06,cohort 6,,,,,,,,
4,10,CAAN2,F14,cohort 6,,,,,,,,
4,10,CAAN2,A05,cohort 7,,,,,,,,
4,10,CAAN2,B14,cohort 7,,,,,,,,
4,10,CAAN2,C01,cohort 7,,,,,,,,
4,10,CAAN2,C05,cohort 7,,,,,,,,
4,10,CAAN2,E11,cohort 7,,,,,,,,
4,10,CAAN2,F10,cohort 7,,,,,,,,
4,10,CAAN2,A07,cohort 8,,,,,,,,
4,10,CAAN2,D14,cohort 8,,,,,,,,
4,10,CAAN2,E01,cohort 8,,,,,,,,
4,10,CAAN2,E03,cohort 8,,,,,,,,
4,10,CAAN2,E07,cohort 8,,,,,,,,
4,10,CAAN2,G03,cohort 8,,,,,,,,
1,7,CACO1,B14,blank,,,,,,,,
1,7,CACO1,C13,cohort 2,,,,,,,,
1,7,CACO1,D04,cohort 2,,,,,,,,
1,7,CACO1,E01,cohort 2,,,,,,,,
1,7,CACO1,B04,cohort 3,3/25/22,6.2,,,,,,
1,7,CACO1,C09,cohort 3,3/28/22,3.9,,,,,,
1,7,CACO1,F14,cohort 3,,,,,,,,
1,7,CACO1,G05,cohort 3,,,,,,,,
1,7,CACO1,F10,cohort 4,,,,,,,,
1,7,CACO1,G09,cohort 4,,,,,,,,
1,7,CACO1,A09,cohort 5,3/28/22,2.8,,,,,5/23/22,
1,7,CACO1,C07,cohort 5,3/25/22,7.3,,,,,4/25/22,
1,7,CACO1,C01,cohort 6,4/27/22,6.2,,,,,,
1,7,CACO1,G11,cohort 6,,,,,,,,
1,7,CACO1,G13,cohort 6,,,,,,,,
1,7,CACO1,B08,cohort 7,,,,,,,,
1,7,CACO1,B12,cohort 7,5/20/22,3.4,,,,,,
1,7,CACO1,C11,cohort 7,,,,,,,,
1,7,CACO1,D06,cohort 7,,,,,,,,
1,7,CACO1,E03,cohort 7,,,,,,,,
1,7,CACO1,E07,cohort 7,,,,,,,,
1,7,CACO1,A07,cohort 8,,,,,,,,
1,7,CACO1,B10,cohort 8,,,,,,,,
1,7,CACO1,D08,cohort 8,,,,,,,,
1,7,CACO1,E05,cohort 8,,,,,,,,
1,7,CACO1,E11,cohort 8,,,,,,,,
1,7,CACO1,F06,cohort 8,,,,,,,,
2,1,CACO1,C03,blank,,,,,,,,
2,1,CACO1,F10,cohort 1,,,,,,,12/3/21,
2,1,CACO1,B14,cohort 2,,,,,,,,
2,1,CACO1,D06,cohort 2,,,,,,,,
2,1,CACO1,E07,cohort 2,,,,,,,,
2,1,CACO1,F14,cohort 2,,,,,,,,
2,1,CACO1,C09,cohort 3,3/16/22,3.4,,,,,,
2,1,CACO1,E01,cohort 3,,,,,,,,
2,1,CACO1,G03,cohort 3,,,,,,,,
2,1,CACO1,E05,cohort 4,,,,,,,1/24/22,1/24 plant gone
2,1,CACO1,G05,cohort 4,,,,,,,,
2,1,CACO1,G09,cohort 6,,,,,,,,
2,1,CACO1,G13,cohort 6,,,,,,,,
2,1,CACO1,A11,cohort 7,,,,,,,,
2,1,CACO1,B10,cohort 7,,,,,,,,
2,1,CACO1,B12,cohort 7,,,,,,,,
2,1,CACO1,D10,cohort 7,,,,,,,,
2,1,CACO1,D14,cohort 7,,,,,,,,
2,1,CACO1,F06,cohort 7,,,,,,,,
2,1,CACO1,A13,cohort 8,,,,,,,,
2,1,CACO1,C13,cohort 8,,,,,,,,
2,1,CACO1,D02,cohort 8,,,,,,,,
2,1,CACO1,D08,cohort 8,,,,,,,,
2,1,CACO1,F04,cohort 8,,,,,,,,
2,1,CACO1,G11,cohort 8,,,,,,,,
3,14,CACO1,B12,blank,,,,,,,,
3,14,CACO1,B02,cohort 1,,,,,,,1/27/22,
3,14,CACO1,A01,cohort 2,,,,,,,4/6/22,"0.7 cm at death, dried"
3,14,CACO1,A05,cohort 2,,,,,,,,
3,14,CACO1,C05,cohort 2,,,,,,,1/27/22,
3,14,CACO1,D02,cohort 2,3/16/22,4.9,,,,,,
3,14,CACO1,D10,cohort 2,,,,,,,,
3,14,CACO1,E13,cohort 2,,,,,,,,
3,14,CACO1,A07,cohort 3,,,,,,,5/18/22,
3,14,CACO1,A11,cohort 3,4/6/22,3.1,,,,,4/13/22,
3,14,CACO1,B14,cohort 3,,,,,,,12/31/21,
3,14,CACO1,C13,cohort 3,,,,,,,,
3,14,CACO1,F12,cohort 3,,,,,,,,
3,14,CACO1,G13,cohort 4,,,,,,,,
3,14,CACO1,D04,cohort 6,,,,,,,,
3,14,CACO1,E05,cohort 6,,,,,,,,
3,14,CACO1,G09,cohort 6,,,,,,,,
3,14,CACO1,A09,cohort 7,,,,,,,,
3,14,CACO1,C01,cohort 7,,,,,,,,
3,14,CACO1,D08,cohort 7,,,,,,,,
3,14,CACO1,E11,cohort 7,,,,,,,,
3,14,CACO1,F06,cohort 7,,,,,,,,
3,14,CACO1,G05,cohort 7,,,,,,,,
3,14,CACO1,A03,cohort 8,,,,,,,,
3,14,CACO1,B06,cohort 8,,,,,,,,
3,14,CACO1,C07,cohort 8,,,,,,,,
3,14,CACO1,D06,cohort 8,,,,,,,,
3,14,CACO1,D14,cohort 8,,,,,,,,
3,14,CACO1,E03,cohort 8,,,,,,,,
4,4,CACO1,B12,blank,,,,,,,,
4,4,CACO1,C05,cohort 1,,,,,,,2/14/22,crispy
4,4,CACO1,D06,cohort 2,,,,,,,,
4,4,CACO1,D14,cohort 2,,,,,,,,
4,4,CACO1,F04,cohort 2,,,,,,,,
4,4,CACO1,B04,cohort 3,3/16/22,3.8,,,,,,
4,4,CACO1,E05,cohort 3,,,,,,,,
4,4,CACO1,E07,cohort 3,,,,,,,,
4,4,CACO1,F02,cohort 3,,,,,,,,
4,4,CACO1,A07,cohort 4,,,,,,,3/28/22,1.6 cm at death
4,4,CACO1,E09,cohort 4,,,,,,,,
4,4,CACO1,F06,cohort 4,,,,,,,,
4,4,CACO1,C13,cohort 6,4/22/22,3.2,,,,,,
4,4,CACO1,D12,cohort 6,,,,,,,,
4,4,CACO1,F12,cohort 7,,,,,,,,
4,4,CACO1,G01,cohort 7,,,,,,,,
4,4,CACO1,G05,cohort 7,,,,,,,,
4,4,CACO1,G07,cohort 7,,,,,,,,
4,4,CACO1,G11,cohort 7,,,,,,,,
4,4,CACO1,C03,cohort 8,,,,,,,,
4,4,CACO1,E01,cohort 8,,,,,,,,
4,4,CACO1,E13,cohort 8,,,,,,,,
4,4,CACO1,F10,cohort 8,,,,,,,,
4,4,CACO1,G03,cohort 8,,,,,,,,
1,11,CAIN3,F06,blank,,,,,,,,
1,11,CAIN3,C03,cohort 1,,,,,,,1/31/22,1/31 dried out
1,11,CAIN3,C09,cohort 1,,,,,,,12/3/21,
1,11,CAIN3,D14,cohort 1,,,,,,,12/9/21,"12/3 looks bad, 12/9 died"
1,11,CAIN3,F04,cohort 1,,,,,,,12/3/21,
1,11,CAIN3,A11,cohort 2,,,,,,,,
1,11,CAIN3,B14,cohort 2,,,,,,,12/13/22,12/3 crispy; 12/13 died
1,11,CAIN3,E05,cohort 2,,,,,,,,
1,11,CAIN3,D02,cohort 3,,,,,,,,
1,11,CAIN3,F14,cohort 3,,,,,,,,
1,11,CAIN3,G03,cohort 3,,,,,,,,
1,11,CAIN3,G11,cohort 3,,,,,,,,
1,11,CAIN3,F02,cohort 5,,,,,,,,
1,11,CAIN3,G01,cohort 5,,,,,,,,
1,11,CAIN3,B02,cohort 6,4/20/22,3.1,,,,,5/20/22,
1,11,CAIN3,F08,cohort 6,,,,,,,4/8/22,
1,11,CAIN3,G05,cohort 6,,,,,,,,
1,11,CAIN3,D06,cohort 7,,,,,,,5/11/22,
1,11,CAIN3,D10,cohort 7,,,,,,,,
1,11,CAIN3,E01,cohort 7,,,,,,,,
1,11,CAIN3,G07,cohort 7,,,,,,,,
1,11,CAIN3,G09,cohort 7,,,,,,,,
1,11,CAIN3,G13,cohort 7,,,,,,,,
1,11,CAIN3,A01,cohort 8,,,,,,,,
1,11,CAIN3,A09,cohort 8,,,,,,,,
1,11,CAIN3,B04,cohort 8,,,,,,,,
1,11,CAIN3,B08,cohort 8,,,,,,,,
1,11,CAIN3,C13,cohort 8,,,,,,,,
1,11,CAIN3,F10,cohort 8,,,,,,,,
2,3,CAIN3,A09,blank,,,,,,,,
2,3,CAIN3,A03,cohort 1,,,,,,,12/31/21,wilted 12/13/21
2,3,CAIN3,B14,cohort 1,,,,,,,12/20/21,
2,3,CAIN3,B08,cohort 2,,,,,,,1/7/22,
2,3,CAIN3,D08,cohort 2,,,,,,,,
2,3,CAIN3,E01,cohort 2,,,,,,,,
2,3,CAIN3,F10,cohort 2,,,,,,,,
2,3,CAIN3,A13,cohort 3,,,,,,,,
2,3,CAIN3,C11,cohort 3,,,,,,,,
2,3,CAIN3,F08,cohort 3,2/16/22,,,,,,,
2,3,CAIN3,G03,cohort 3,,,,,,,,
2,3,CAIN3,G11,cohort 3,,,,,,,,
2,3,CAIN3,B06,cohort 4,3/28/22,7.5,,,,,5/20/22,
2,3,CAIN3,C01,cohort 4,,,,,,,3/25/22,1.4 cm at death
2,3,CAIN3,C07,cohort 4,,,,,,,2/16/22,
2,3,CAIN3,D02,cohort 4,3/11/22,5.3,,,,,,
2,3,CAIN3,D04,cohort 4,2/21/22,,,,,,,
2,3,CAIN3,E13,cohort 4,,,,,,,4/22/22,
2,3,CAIN3,D14,cohort 5,,,,,,,3/30/22,3.8 at death
2,3,CAIN3,G07,cohort 5,,,,,,,,
2,3,CAIN3,G09,cohort 5,,,,,,,,
2,3,CAIN3,A01,cohort 6,,,,,,,5/20/22,
2,3,CAIN3,A05,cohort 6,5/2/22,2.7,,,,,,
2,3,CAIN3,A11,cohort 6,,,,,,,3/25/22,1.6 cm at death
2,3,CAIN3,E11,cohort 6,,,,,,,3/25/22,1.4 cm at death
2,3,CAIN3,G13,cohort 6,,,,,,,,
2,3,CAIN3,B12,cohort 7,,,,,,,,
2,3,CAIN3,C13,cohort 7,,,,,,,,
2,3,CAIN3,E07,cohort 7,,,,,,,5/20/22,
2,3,CAIN3,F02,cohort 7,,,,,,,,
2,3,CAIN3,F12,cohort 7,,,,,,,,
2,3,CAIN3,G01,cohort 7,,,,,,,,
2,3,CAIN3,B04,cohort 8,6/8/22,5.6,,,,,,
2,3,CAIN3,B10,cohort 8,,,,,,,,
2,3,CAIN3,C03,cohort 8,,,,,,,,
2,3,CAIN3,C05,cohort 8,,,,,,,,
2,3,CAIN3,E03,cohort 8,,,,,,,,
2,3,CAIN3,E05,cohort 8,,,,,,,,
3,13,CAIN3,B08,blank,,,,,,,,
3,13,CAIN3,A05,cohort 1,,,,,,,2/21/22,
3,13,CAIN3,B14,cohort 1,,,,,,,1/18/22,
3,13,CAIN3,C09,cohort 1,,,,,,,12/31/21,
3,13,CAIN3,E01,cohort 2,,,,,,,,
3,13,CAIN3,E03,cohort 2,,,,,,,,
3,13,CAIN3,F14,cohort 2,,,,,,,12/20/21,
3,13,CAIN3,G09,cohort 2,,,,,,,,
3,13,CAIN3,G13,cohort 2,,,,,,,,
3,13,CAIN3,A13,cohort 3,3/16/22,11.5,,,,,4/27/22,
3,13,CAIN3,E05,cohort 3,,,,,,,,
3,13,CAIN3,E07,cohort 3,,,,,,,,
3,13,CAIN3,E09,cohort 3,,,,,,,,
3,13,CAIN3,G05,cohort 3,,,,,,,,
3,13,CAIN3,A11,cohort 4,,,,,,,1/24/22,dead/wilted
3,13,CAIN3,D06,cohort 4,4/6/22,2,,,,,4/22/22,height 15 cm
3,13,CAIN3,D14,cohort 4,2/16/22,,,,,,,
3,13,CAIN3,A07,cohort 5,,,,,,,4/13/22,
3,13,CAIN3,A09,cohort 5,,,,,,,,
3,13,CAIN3,B02,cohort 5,4/6/22,5,,,,,,
3,13,CAIN3,F10,cohort 5,,,,,,,,
3,13,CAIN3,F12,cohort 5,,,,,,,,
3,13,CAIN3,C01,cohort 6,4/13/22,3.2,,,,,,
3,13,CAIN3,A01,cohort 7,,,,,,,,
3,13,CAIN3,B04,cohort 7,,,,,,,6/17/22,
3,13,CAIN3,B10,cohort 7,,,,,,,,
3,13,CAIN3,D10,cohort 7,,,,,,,,
3,13,CAIN3,D12,cohort 7,,,,,,,,
3,13,CAIN3,F06,cohort 7,,,,,,,,
3,13,CAIN3,A03,cohort 8,,,,,,,6/6/22,
3,13,CAIN3,B12,cohort 8,,,,,,,,
3,13,CAIN3,C13,cohort 8,,,,,,,,
3,13,CAIN3,D08,cohort 8,,,,,,,,
3,13,CAIN3,E11,cohort 8,,,,,,,,
3,13,CAIN3,F04,cohort 8,,,,,,,,
4,6,CAIN3,F10,blank,,,,,,,,
4,6,CAIN3,B02,cohort 2,,,,,,,12/3/21,
4,6,CAIN3,E13,cohort 2,,,,,,,,
4,6,CAIN3,F02,cohort 2,,,,,,,,
4,6,CAIN3,D08,cohort 3,,,,,,,,
4,6,CAIN3,D10,cohort 3,,,,,,,,
4,6,CAIN3,E07,cohort 3,,,,,,,,
4,6,CAIN3,F08,cohort 3,,,,,,,,
4,6,CAIN3,A11,cohort 4,,,,,,,1/3/22,
4,6,CAIN3,F14,cohort 4,4/6/22,2.5,,,,,,
4,6,CAIN3,B06,cohort 5,,,,,,,3/28/22,2.1 cm at death
4,6,CAIN3,B14,cohort 5,,,,,,,,
4,6,CAIN3,D04,cohort 5,,,,,,,,
4,6,CAIN3,D12,cohort 5,,,,,,,,
4,6,CAIN3,G05,cohort 5,,,,,,,,
4,6,CAIN3,A03,cohort 6,4/13/22,3.3,,,,,,
4,6,CAIN3,B10,cohort 6,4/13/22,4.6,,,,,,
4,6,CAIN3,C11,cohort 6,4/13/22,9.4,,,,,,
4,6,CAIN3,G09,cohort 6,,,,,,,3/28/22,1.1 cm at death
4,6,CAIN3,A09,cohort 7,,,,,,,3/28/22,Missing
4,6,CAIN3,B04,cohort 7,,,,,,,,
4,6,CAIN3,C05,cohort 7,,,,,,,,
4,6,CAIN3,C13,cohort 7,,,,,,,,
4,6,CAIN3,D14,cohort 7,,,,,,,,
4,6,CAIN3,G07,cohort 7,,,,,,,,
4,6,CAIN3,A07,cohort 8,,,,,,,,
4,6,CAIN3,D02,cohort 8,,,,,,,,
4,6,CAIN3,E03,cohort 8,,,,,,,,
4,6,CAIN3,E05,cohort 8,,,,,,,,
4,6,CAIN3,F04,cohort 8,,,,,,,,
4,6,CAIN3,F12,cohort 8,,,,,,,,
1,13,CAIN4,F02,blank,,,,,,,,
1,13,CAIN4,E05,cohort 1,3/4/22,5.6,,,,,,
1,13,CAIN4,A11,cohort 2,,,,,,,,
1,13,CAIN4,B14,cohort 2,,,,,,,,
1,13,CAIN4,F06,cohort 2,,,,,,,,
1,13,CAIN4,B02,cohort 3,,,,,,,4/6/22,1.3 cm at death
1,13,CAIN4,G05,cohort 3,,,,,,,,
1,13,CAIN4,G09,cohort 3,,,,,,,,
1,13,CAIN4,G13,cohort 3,3/4/22,,,,,,,mssing 3/28
1,13,CAIN4,A13,cohort 4,,,,,,,,
1,13,CAIN4,C07,cohort 4,,,,,,,,
1,13,CAIN4,D02,cohort 4,,,,,,,,
1,13,CAIN4,D12,cohort 4,,,,,,,,
1,13,CAIN4,E01,cohort 4,,,,,,,,
1,13,CAIN4,G03,cohort 4,,,,,,,,
1,13,CAIN4,B04,cohort 5,,,,,,,,
1,13,CAIN4,B06,cohort 5,,,,,,,,
1,13,CAIN4,C05,cohort 5,,,,,,,,
1,13,CAIN4,G01,cohort 5,,,,,,,,
1,13,CAIN4,C11,cohort 6,,,,,,,4/8/22,
1,13,CAIN4,D04,cohort 6,4/27/22,3.7,,,,,5/31/22,
1,13,CAIN4,E11,cohort 6,,,,,,,,
1,13,CAIN4,F10,cohort 6,,,,,,,,
1,13,CAIN4,C01,cohort 7,,,,,,,,
1,13,CAIN4,C09,cohort 7,,,,,,,,
1,13,CAIN4,D10,cohort 7,,,,,,,4/20/22,1.2 cm at death
1,13,CAIN4,F08,cohort 7,,,,,,,,
1,13,CAIN4,F14,cohort 7,,,,,,,,
1,13,CAIN4,G11,cohort 7,,,,,,,,
1,13,CAIN4,B08,cohort 8,,,,,,,,
1,13,CAIN4,D06,cohort 8,,,,,,,,
1,13,CAIN4,D14,cohort 8,,,,,,,,
1,13,CAIN4,E07,cohort 8,,,,,,,,
1,13,CAIN4,F04,cohort 8,,,,,,,,
1,13,CAIN4,F12,cohort 8,,,,,,,,
2,14,CAIN4,F06,blank,,,,,,,,
2,14,CAIN4,A01,cohort 1,,,,,,,12/3/21,
2,14,CAIN4,B02,cohort 1,,,,,,,12/3/21,
2,14,CAIN4,E01,cohort 1,2/1/22,,,,,,3/7/22,
2,14,CAIN4,B08,cohort 2,,,,,,,,
2,14,CAIN4,B10,cohort 2,,,,,,,1/7/22,
2,14,CAIN4,D04,cohort 2,,,,,,,,
2,14,CAIN4,D10,cohort 2,,,,,,,,
2,14,CAIN4,E11,cohort 2,,,,,,,,
2,14,CAIN4,G01,cohort 2,3/28/22,2,,,,,,
2,14,CAIN4,D12,cohort 3,,,,,,,1/7/22,
2,14,CAIN4,F04,cohort 3,,,,,,,,
2,14,CAIN4,F08,cohort 3,,,,,,,,
2,14,CAIN4,F14,cohort 3,,,,,,,,
2,14,CAIN4,A07,cohort 4,,,,,,,,
2,14,CAIN4,C01,cohort 4,,,,,,,,
2,14,CAIN4,C11,cohort 4,,,,,,,,
2,14,CAIN4,E05,cohort 4,,,,,,,3/7/22,
2,14,CAIN4,B14,cohort 5,,,,,,,,
2,14,CAIN4,E13,cohort 5,,,,,,,,
2,14,CAIN4,G07,cohort 5,,,,,,,,
2,14,CAIN4,G13,cohort 5,,,,,,,,
2,14,CAIN4,A11,cohort 6,,,,,,,4/8/22,
2,14,CAIN4,C03,cohort 6,,,,,,,4/8/22,
2,14,CAIN4,F12,cohort 6,,,,,,,,
2,14,CAIN4,G11,cohort 6,,,,,,,,
2,14,CAIN4,B06,cohort 7,,,,,,,4/20/22,.5 cm at death
2,14,CAIN4,C07,cohort 7,,,,,,,3/25/22,plant too wilted to take height
2,14,CAIN4,D02,cohort 7,,,,,,,,
2,14,CAIN4,D08,cohort 7,,,,,,,,
2,14,CAIN4,G05,cohort 7,,,,,,,,
2,14,CAIN4,G09,cohort 7,,,,,,,,
2,14,CAIN4,A09,cohort 8,,,,,,,,
2,14,CAIN4,B12,cohort 8,,,,,,,,
2,14,CAIN4,C13,cohort 8,,,,,,,,
2,14,CAIN4,E03,cohort 8,,,,,,,,
2,14,CAIN4,E09,cohort 8,,,,,,,,
2,14,CAIN4,F02,cohort 8,,,,,,,,
3,12,CAIN4,G13,blank,,,,,,,,
3,12,CAIN4,D10,cohort 1,,,,,,,12/3/21,
3,12,CAIN4,F02,cohort 1,,,,,,,12/9/21,
3,12,CAIN4,A03,cohort 2,,,,,,,,
3,12,CAIN4,B08,cohort 2,,,,,,,,
3,12,CAIN4,C09,cohort 2,,,,,,,12/10/21,
3,12,CAIN4,F04,cohort 2,3/28/22,4.5,,,,,,
3,12,CAIN4,F12,cohort 2,,,,,,,,
3,12,CAIN4,G05,cohort 2,,,,,,,,
3,12,CAIN4,B14,cohort 3,2/16/22,,,,,,,
3,12,CAIN4,C03,cohort 3,,,,,,,,
3,12,CAIN4,D08,cohort 3,,,,,,,,
3,12,CAIN4,F14,cohort 3,,,,,,,,
3,12,CAIN4,D02,cohort 4,,,,,,,,
3,12,CAIN4,E05,cohort 4,,,,,,,,
3,12,CAIN4,E07,cohort 4,,,,,,,,
3,12,CAIN4,F06,cohort 4,,,,,,,1/24/22,dried meristem
3,12,CAIN4,B06,cohort 5,,,,,,,,
3,12,CAIN4,C05,cohort 5,,,,,,,,
3,12,CAIN4,C11,cohort 5,,,,,,,,
3,12,CAIN4,D14,cohort 5,,,,,,,,
3,12,CAIN4,A07,cohort 6,4/27/22,8.6,,,,,,
3,12,CAIN4,A13,cohort 6,,,,,,,,
3,12,CAIN4,E03,cohort 6,,,,,,,3/25/22,too wilted to measure
3,12,CAIN4,G03,cohort 6,,,,,,,,
3,12,CAIN4,A05,cohort 7,,,,,,,3/30/22,
3,12,CAIN4,A09,cohort 7,,,,,,,6/15/22,
3,12,CAIN4,B12,cohort 7,,,,,,,,
3,12,CAIN4,C01,cohort 7,,,,,,,,
3,12,CAIN4,E01,cohort 7,,,,,,,,
3,12,CAIN4,F10,cohort 7,,,,,,,,
3,12,CAIN4,B02,cohort 8,,,,,,,,
3,12,CAIN4,B10,cohort 8,,,,,,,,
3,12,CAIN4,D04,cohort 8,,,,,,,,
3,12,CAIN4,D06,cohort 8,,,,,,,,
3,12,CAIN4,E13,cohort 8,,,,,,,4/27/22,
3,12,CAIN4,G09,cohort 8,,,,,,,,
4,12,CAIN4,C13,blank,,,,,,,,
4,12,CAIN4,A05,cohort 1,,,,,,,12/9/21,
4,12,CAIN4,D02,cohort 1,,,,,,,1/24/22,
4,12,CAIN4,D04,cohort 1,,,,,,,1/10/22,
4,12,CAIN4,E13,cohort 1,2/2/22,8.4,,,,,4/11/22,
4,12,CAIN4,A11,cohort 2,,,,,,,5/6/22,
4,12,CAIN4,B10,cohort 2,,,,,,,,
4,12,CAIN4,D06,cohort 2,,,,,,,,
4,12,CAIN4,G07,cohort 2,,,,,,,,
4,12,CAIN4,G11,cohort 2,,,,,,,12/6/21,
4,12,CAIN4,A13,cohort 3,3/16/22,5.1,,,,,,
4,12,CAIN4,D10,cohort 3,,,,,,,,
4,12,CAIN4,E05,cohort 3,,,,,,,,
4,12,CAIN4,F02,cohort 3,,,,,,,,
4,12,CAIN4,G13,cohort 3,,,,,,,,
4,12,CAIN4,A09,cohort 4,,,,,,,,
4,12,CAIN4,B04,cohort 4,,,,,,,,
4,12,CAIN4,C11,cohort 4,,,,,,,,1/24 not CAIN pulled weed
4,12,CAIN4,G01,cohort 4,,,,,,,,
4,12,CAIN4,A07,cohort 5,4/11/22,5.6,,,,,5/18/22,
4,12,CAIN4,D14,cohort 5,,,,,,,,
