Pop,Bench,Block,Position,Cohort,Census Date,Flower/Bud Count,Mature Fruit Count,Pedicel Count,STTO-BH Height (cm),Notes (AC = Already Collected Plant)
CAAN1,3,5,D14,cohort 2,6/22/22,,,,,NO PLANT
CAAN1,3,5,E01,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN1,3,5,E03,cohort 3,6/22/22,,,,,AC
CAAN1,3,5,E05,cohort 1,6/22/22,,,,,AC
CAAN1,3,5,E07,cohort 4,6/22/22,,,,,AC
CAAN1,3,5,E09,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN1,3,5,E11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,3,5,E13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,3,5,F02,cohort 5,6/22/22,0,0,4,,
CAAN1,3,5,F04,cohort 1,6/22/22,,,,,AC
CAAN1,3,5,F06,cohort 2,6/22/22,,,,,AC
CAAN1,3,5,F08,cohort 4,6/22/22,,,,,AC
CAAN1,3,5,F10,cohort 4,6/22/22,,,,,AC
CAAN1,3,5,F12,cohort 5,6/22/22,,,,,NO PLANT
CAAN1,3,5,F14,cohort 5,6/22/22,,,,,NO PLANT
CAAN1,3,5,G01,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,3,5,G03,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN1,3,5,G05,cohort 3,6/22/22,,,,,AC
CAAN1,3,5,G07,cohort 6,6/22/22,,,,,NO PLANT
CAAN1,3,5,G09,cohort 3,6/22/22,,,,,NO PLANT
CAAN1,3,5,G11,cohort 6,6/22/22,,,,,NO PLANT
CAAN1,3,5,G13,cohort 2,6/22/22,,,,,AC
STTO_BH,3,6,A01,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
STTO_BH,3,6,A03,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,3,6,A05,cohort 1,6/22/22,,,,1.3,
STTO_BH,3,6,A07,cohort 7,6/22/22,,,,0.4,
STTO_BH,3,6,A09,cohort 5,6/22/22,,,,0.8,
STTO_BH,3,6,A11,cohort 4,6/22/22,,,,,AC
STTO_BH,3,6,A13,cohort 5,6/22/22,,,,0.5,
STTO_BH,3,6,B02,cohort 5,6/22/22,,,,0.7,
STTO_BH,3,6,B04,cohort 8,6/22/22,,,,N/A,NO PLANT
STTO_BH,3,6,B06,cohort 4,6/22/22,,,,1.1,
STTO_BH,3,6,B08,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,3,6,B10,cohort 3,6/22/22,,,,1.4,
STTO_BH,3,6,B12,cohort 7,6/22/22,,,,0.2,
STTO_BH,3,6,B14,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
STTO_BH,3,6,C01,cohort 5,6/22/22,,,,,NO PLANT
STTO_BH,3,6,C03,cohort 1,6/22/22,,,,1.5,
STTO_BH,3,6,C07,cohort 5,6/22/22,,,,,NO PLANT
STTO_BH,3,6,C09,cohort 8,6/22/22,,,,N/A,NO PLANT
STTO_BH,3,6,C11,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
STTO_BH,3,6,C13,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,3,6,D02,cohort 8,6/22/22,,,,N/A,NO PLANT
STTO_BH,3,6,D04,cohort 6,6/22/22,,,,1,
STTO_BH,3,6,D06,cohort 3,6/22/22,,,,1,
STTO_BH,3,6,D08,cohort 6,6/22/22,,,,1.2,
STTO_BH,3,6,D10,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,3,6,D12,cohort 4,6/22/22,,,,1.8,
STTO_BH,3,6,D14,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,3,6,E01,cohort 8,6/22/22,,,,N/A,NO PLANT
STTO_BH,3,6,E03,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,3,6,E05,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,3,6,E07,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,3,6,E09,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,3,6,E11,cohort 4,6/22/22,,,,1.4,
STTO_BH,3,6,E13,cohort 1,6/22/22,,,,1.7,
STTO_BH,3,6,F02,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,3,6,F04,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,3,6,F06,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,3,6,F08,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,3,6,F10,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,3,6,F12,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,3,6,F14,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,3,6,G01,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,3,6,G03,cohort 4,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,3,6,G05,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,3,6,G07,cohort 7,6/22/22,,,,,NO PLANT
STTO_BH,3,6,G09,cohort 4,6/22/22,,,,,NO PLANT
STTO_BH,3,6,G11,cohort 6,6/22/22,,,,,NO PLANT
STTO_BH,3,6,G13,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,A01,cohort 6,6/22/22,0,0,0,,
STTO_TM2,3,7,A03,cohort 4,6/22/22,0,0,0,,
STTO_TM2,3,7,A05,cohort 1,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,A07,cohort 5,6/22/22,0,0,0,,
STTO_TM2,3,7,A09,cohort 6,6/22/22,0,0,0,,
STTO_TM2,3,7,A11,cohort 8,6/22/22,0,0,0,,
STTO_TM2,3,7,A13,cohort 7,6/22/22,0,0,0,,
STTO_TM2,3,7,B02,cohort 3,6/22/22,1,0,0,,
STTO_TM2,3,7,B04,cohort 8,6/22/22,0,0,0,,
STTO_TM2,3,7,B06,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,B08,cohort 1,6/22/22,0,2,1,,
STTO_TM2,3,7,B10,cohort 2,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,B12,cohort 4,6/22/22,0,0,0,,
STTO_TM2,3,7,B14,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STTO_TM2,3,7,C01,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,C03,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,C05,cohort 4,6/22/22,0,0,4,,
STTO_TM2,3,7,C07,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,C09,cohort 4,6/22/22,0,0,0,,
STTO_TM2,3,7,C11,cohort 1,6/22/22,0,1,3,,
STTO_TM2,3,7,C13,cohort 5,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,3,7,D02,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,D04,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,D06,cohort 2,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,D08,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,3,7,D10,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,3,7,D12,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,D14,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,E01,cohort 3,6/22/22,0,0,0,,
STTO_TM2,3,7,E03,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,E05,cohort 2,6/22/22,0,0,0,,
STTO_TM2,3,7,E07,cohort 3,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,E09,cohort 2,6/22/22,0,0,4,,
STTO_TM2,3,7,E13,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,F02,cohort 1,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,F04,cohort 3,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,F06,cohort 4,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,F08,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,F10,cohort 1,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,F12,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,3,7,F14,cohort 4,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,G01,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,G03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,3,7,G05,cohort 2,6/22/22,3,1,3,,
STTO_TM2,3,7,G07,cohort 3,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,G09,cohort 2,6/22/22,0,0,0,,
STTO_TM2,3,7,G11,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,3,7,G13,cohort 3,6/22/22,,,,,NO PLANT
STDI,3,8,A01,cohort 3,6/22/22,,,,,DIED
STDI,3,8,A03,cohort 6,6/22/22,0,0,2,,
STDI,3,8,A05,cohort 8,6/22/22,0,0,0,,
STDI,3,8,A07,cohort 6,6/22/22,3,1,0,,
STDI,3,8,A09,cohort 4,6/22/22,0,0,8,,
STDI,3,8,A11,cohort 3,6/22/22,0,0,7,,
STDI,3,8,A13,cohort 5,6/22/22,1,0,2,,
STDI,3,8,B02,cohort 5,6/22/22,,,,,NO PLANT
STDI,3,8,B04,cohort 2,6/22/22,0,0,1,,
STDI,3,8,B06,cohort 5,6/22/22,,,,,NO PLANT
STDI,3,8,B08,cohort 7,6/22/22,,,,,NO PLANT
STDI,3,8,B10,cohort 7,6/22/22,,,,,NO PLANT
STDI,3,8,B12,cohort 3,6/22/22,,,,,AC
STDI,3,8,B14,cohort 8,6/22/22,0,0,0,,
STDI,3,8,C01,cohort 2,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,3,8,C03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,3,8,C05,cohort 4,6/22/22,,,,,NO PLANT
STDI,3,8,C07,cohort 3,6/22/22,0,0,1,,
STDI,3,8,C09,cohort 1,6/22/22,0,0,4,,
STDI,3,8,C13,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDI,3,8,D02,cohort 3,6/22/22,,,,,NO PLANT
STDI,3,8,D04,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,3,8,D06,cohort 7,6/22/22,,,,,NO PLANT
STDI,3,8,D08,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDI,3,8,D10,cohort 1,6/22/22,0,0,9,,
STDI,3,8,D12,cohort 5,6/22/22,,,,,NO PLANT
STDI,3,8,D14,cohort 7,6/22/22,,,,,NO PLANT
STDI,3,8,E01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,3,8,E03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STDI,3,8,E05,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STDI,3,8,E07,cohort 4,6/22/22,0,1,13,,
STDI,3,8,E09,cohort 2,6/22/22,0,1,4,,
STDI,3,8,E11,cohort 5,6/22/22,,,,,NO PLANT
STDI,3,8,E13,cohort 6,6/22/22,,,,,NO PLANT
STDI,3,8,F02,cohort 6,6/22/22,,,,,NO PLANT
STDI,3,8,F04,cohort 4,6/22/22,5,0,12,,
STDI,3,8,F06,cohort 6,6/22/22,,,,,NO PLANT
STDI,3,8,F08,cohort 2,6/22/22,,,,,NO PLANT
STDI,3,8,F10,cohort 1,6/22/22,0,0,25,,
STDI,3,8,F12,cohort 5,6/22/22,,,,,NO PLANT
STDI,3,8,F14,cohort 7,6/22/22,,,,,NO PLANT
STDI,3,8,G01,cohort 7,6/22/22,,,,,NO PLANT
STDI,3,8,G03,cohort 4,6/22/22,0,0,3,,
STDI,3,8,G05,cohort 2,6/22/22,3,0,4,,
STDI,3,8,G07,cohort 2,6/22/22,,,,,NO PLANT
STDI,3,8,G09,cohort 4,6/22/22,0,1,4,,
STDI,3,8,G11,cohort 3,6/22/22,,,,,NO PLANT
STDI,3,8,G13,cohort 6,6/22/22,,,,,NO PLANT
CAAM,3,9,A01,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH - AC
CAAM,3,9,A03,cohort 4,6/22/22,,,,,AC
CAAM,3,9,A05,cohort 1,6/22/22,0,0,2,,
CAAM,3,9,A07,cohort 7,6/22/22,0,0,0,,
CAAM,3,9,A09,cohort 8,6/22/22,0,0,2,,
CAAM,3,9,A11,cohort 3,6/22/22,0,0,2,,
CAAM,3,9,A13,cohort 4,6/22/22,,,,,NO PLANT
CAAM,3,9,B02,cohort 5,6/22/22,0,0,3,,
CAAM,3,9,B04,cohort 3,6/22/22,0,0,3,,
CAAM,3,9,B06,cohort 4,6/22/22,0,0,3,,
CAAM,3,9,B08,cohort 3,6/22/22,0,1,1,,
CAAM,3,9,B10,cohort 7,6/22/22,0,0,1,,
CAAM,3,9,B12,cohort 7,6/22/22,,,,,NO PLANT
CAAM,3,9,B14,cohort 4,6/22/22,0,0,7,,
CAAM,3,9,C01,cohort 3,6/22/22,0,0,2,,
CAAM,3,9,C03,cohort 6,6/22/22,0,0,4,,
CAAM,3,9,C05,cohort 1,6/22/22,,,,,AC
CAAM,3,9,C07,cohort 5,6/22/22,0,0,2,,
CAAM,3,9,C09,cohort 4,6/22/22,0,1,2,,
CAAM,3,9,C11,cohort 7,6/22/22,,,,,NO PLANT
CAAM,3,9,C13,cohort 6,6/22/22,0,0,3,,
CAAM,3,9,D02,cohort 1,6/22/22,,,,,AC
CAAM,3,9,D04,cohort 8,6/22/22,0,0,0,,
CAAM,3,9,D06,cohort 3,6/22/22,,,,,NO PLANT
CAAM,3,9,D08,cohort 7,6/22/22,,,,,NO PLANT
CAAM,3,9,D10,cohort 2,6/22/22,0,0,4,,
CAAM,3,9,D12,cohort 2,6/22/22,,,,,AC
CAAM,3,9,D14,cohort 2,6/22/22,0,0,8,,
CAAM,3,9,E03,cohort 5,6/22/22,0,0,5,,
CAAM,3,9,E05,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,3,9,E07,cohort 7,6/22/22,,,,,NO PLANT
CAAM,3,9,E09,cohort 5,6/22/22,0,0,5,,
CAAM,3,9,E11,cohort 2,6/22/22,0,0,2,,
CAAM,3,9,E13,cohort 5,6/22/22,0,0,4,,
CAAM,3,9,F02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,3,9,F04,cohort 2,6/22/22,0,0,14,,
CAAM,3,9,F06,cohort 5,6/22/22,0,0,3,,
CAAM,3,9,F08,cohort 6,6/22/22,0,1,1,,
CAAM,3,9,F10,cohort 1,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,3,9,F12,cohort 6,6/22/22,1,0,5,,
CAAM,3,9,F14,cohort 2,6/22/22,0,0,3,,
CAAM,3,9,G01,cohort 1,6/22/22,0,0,3,,
CAAM,3,9,G03,cohort 4,6/22/22,,,,,NO PLANT
CAAM,3,9,G05,cohort 6,6/22/22,,,,,NO PLANT
CAAM,3,9,G07,cohort 6,6/22/22,,,,,NO PLANT
CAAM,3,9,G09,cohort 3,6/22/22,,,,,NO PLANT
CAAM,3,9,G11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,3,9,G13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,A01,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STGL1,3,10,A03,cohort 3,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,A05,cohort 4,6/22/22,,,,,NO PLANT
STGL1,3,10,A07,cohort 3,6/22/22,0,0,3,,
STGL1,3,10,A09,cohort 7,6/22/22,,,,,NO PLANT
STGL1,3,10,A11,cohort 3,6/22/22,,,,,AC
STGL1,3,10,A13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,B02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,B04,cohort 2,6/22/22,0,0,2,,
STGL1,3,10,B06,cohort 5,6/22/22,0,1,1,,
STGL1,3,10,B08,cohort 5,6/22/22,0,1,5,,
STGL1,3,10,B10,cohort 7,6/22/22,,,,,NO PLANT
STGL1,3,10,B12,cohort 3,6/22/22,0,0,0,,
STGL1,3,10,B14,cohort 6,6/22/22,2,0,1,,
STGL1,3,10,C01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,C03,cohort 6,6/22/22,,,,,NO PLANT
STGL1,3,10,C05,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,C07,cohort 2,6/22/22,0,0,4,,
STGL1,3,10,C09,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,C11,cohort 7,6/22/22,,,,,NO PLANT
STGL1,3,10,C13,cohort 4,6/22/22,1,0,3,,
STGL1,3,10,D02,cohort 1,6/22/22,0,0,0,,
STGL1,3,10,D04,cohort 5,6/22/22,3,0,5,,
STGL1,3,10,D06,cohort 6,6/22/22,,,,,NO PLANT
STGL1,3,10,D08,cohort 3,6/22/22,,,,,NO PLANT
STGL1,3,10,D10,cohort 7,6/22/22,,,,,NO PLANT
STGL1,3,10,D12,cohort 4,6/22/22,0,2,1,,
STGL1,3,10,D14,cohort 5,6/22/22,,,,,NO PLANT
STGL1,3,10,E01,cohort 7,6/22/22,,,,,NO PLANT
STGL1,3,10,E03,cohort 2,6/22/22,,,,,AC
STGL1,3,10,E05,cohort 6,6/22/22,,,,,NO PLANT
STGL1,3,10,E07,cohort 4,6/22/22,,,,,NO PLANT
STGL1,3,10,E09,cohort 3,6/22/22,,,,,NO PLANT
STGL1,3,10,E11,cohort 1,6/22/22,0,0,8,,
STGL1,3,10,E13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STGL1,3,10,F02,cohort 6,6/22/22,,,,,NO PLANT
STGL1,3,10,F04,cohort 4,6/22/22,0,0,3,,
STGL1,3,10,F06,cohort 2,6/22/22,0,0,2,,
STGL1,3,10,F08,cohort 6,6/22/22,,,,,NO PLANT
STGL1,3,10,F10,cohort 2,6/22/22,0,0,2,,
STGL1,3,10,F12,cohort 4,6/22/22,0,1,4,,
STGL1,3,10,F14,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STGL1,3,10,G03,cohort 1,6/22/22,0,0,0,,
STGL1,3,10,G05,cohort 5,6/22/22,,,,,NO PLANT
STGL1,3,10,G07,cohort 5,6/22/22,,,,,NO PLANT
STGL1,3,10,G09,cohort 2,6/22/22,0,0,1,,
STGL1,3,10,G11,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STGL1,3,10,G13,cohort 7,6/22/22,,,,,NO PLANT
STPO,3,11,A01,cohort 5,6/22/22,0,0,0,,
STPO,3,11,A03,cohort 5,6/22/22,0,0,3,,
STPO,3,11,A05,cohort 1,6/22/22,2,0,7,,
STPO,3,11,A07,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STPO,3,11,A09,cohort 4,6/22/22,0,0,1,,
STPO,3,11,A11,cohort 2,6/22/22,,,,,AC
STPO,3,11,A13,cohort 8,6/22/22,0,0,0,,
STPO,3,11,B02,cohort 3,6/22/22,0,0,0,,
STPO,3,11,B04,cohort 2,6/22/22,0,0,5,,
STPO,3,11,B06,cohort 2,6/22/22,,,,,AC
STPO,3,11,B08,cohort 6,6/22/22,1,0,0,,
STPO,3,11,B10,cohort 2,6/22/22,,,,,AC
STPO,3,11,B12,cohort 4,6/22/22,0,0,3,,
STPO,3,11,B14,cohort 2,6/22/22,0,0,0,,
STPO,3,11,C01,cohort 8,6/22/22,0,0,0,,
STPO,3,11,C03,cohort 7,6/22/22,0,0,0,,
STPO,3,11,C05,cohort 7,6/22/22,0,0,0,,
STPO,3,11,C07,cohort 6,6/22/22,0,0,1,,
STPO,3,11,C09,cohort 3,6/22/22,0,0,0,,
STPO,3,11,C11,cohort 7,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STPO,3,11,C13,cohort 7,6/22/22,,,,,NO PLANT
STPO,3,11,D02,cohort 4,6/22/22,2,0,2,,
STPO,3,11,D04,cohort 6,6/22/22,0,0,2,,
STPO,3,11,D06,cohort 8,6/22/22,0,0,0,,
STPO,3,11,D08,cohort 8,6/22/22,0,0,0,,
STPO,3,11,D10,cohort 6,6/22/22,1,0,0,,
STPO,3,11,D12,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STPO,3,11,D14,cohort 3,6/22/22,0,0,3,,
STPO,3,11,E01,cohort 4,6/22/22,,,,,NO PLANT
STPO,3,11,E03,cohort 3,6/22/22,0,0,12,,
STPO,3,11,E05,cohort 5,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STPO,3,11,E07,cohort 1,6/22/22,0,0,6,,
STPO,3,11,E09,cohort 2,6/22/22,0,0,2,,
STPO,3,11,E11,cohort 7,6/22/22,,,,,NO PLANT
STPO,3,11,E13,cohort 3,6/22/22,0,0,10,,
STPO,3,11,F02,cohort 1,6/22/22,0,0,4,,
STPO,3,11,F04,cohort 5,6/22/22,1,0,0,,
STPO,3,11,F06,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STPO,3,11,F08,cohort 7,6/22/22,,,,,NO PLANT
STPO,3,11,F10,cohort 6,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STPO,3,11,F12,cohort 8,6/22/22,0,0,0,,
STPO,3,11,F14,cohort 6,6/22/22,,,,,AC
STPO,3,11,G01,cohort 4,6/22/22,,,,,NO PLANT
STPO,3,11,G03,cohort 4,6/22/22,,,,,NO PLANT
STPO,3,11,G05,cohort 5,6/22/22,,,,,NO PLANT
STPO,3,11,G09,cohort 3,6/22/22,0,0,4,,
STPO,3,11,G11,cohort 5,6/22/22,,,,,NO PLANT
STPO,3,11,G13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,A01,cohort 3,6/22/22,,,,,AC
CAIN4,3,12,A03,cohort 2,6/22/22,,,,,NO PLANT
CAIN4,3,12,A05,cohort 7,6/22/22,,,,,AC
CAIN4,3,12,A07,cohort 6,6/22/22,0,0,1,,
CAIN4,3,12,A09,cohort 7,6/22/22,0,0,0,,
CAIN4,3,12,A11,cohort 5,6/22/22,,,,,AC
CAIN4,3,12,A13,cohort 6,6/22/22,,,,,AC
CAIN4,3,12,B02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,B04,cohort 3,6/22/22,0,0,2,,
CAIN4,3,12,B06,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,3,12,B08,cohort 2,6/22/22,,,,,NO PLANT
CAIN4,3,12,B10,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,B12,cohort 7,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,B14,cohort 3,6/22/22,,,,,AC
CAIN4,3,12,C01,cohort 7,6/22/22,,,,,NO PLANT
CAIN4,3,12,C03,cohort 3,6/22/22,,,,,NO PLANT
CAIN4,3,12,C05,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,3,12,C07,cohort 6,6/22/22,,,,,AC
CAIN4,3,12,C09,cohort 2,6/22/22,,,,,AC
CAIN4,3,12,C11,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,3,12,C13,cohort 5,6/22/22,0,0,2,,
CAIN4,3,12,D02,cohort 4,6/22/22,,,,,NO PLANT
CAIN4,3,12,D04,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,D06,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,D08,cohort 3,6/22/22,,,,,NO PLANT
CAIN4,3,12,D10,cohort 1,6/22/22,,,,,AC
CAIN4,3,12,D12,cohort 1,6/22/22,,,,,AC
CAIN4,3,12,D14,cohort 5,6/22/22,,,,,NO PLANT
CAIN4,3,12,E01,cohort 7,6/22/22,,,,,NO PLANT
CAIN4,3,12,E03,cohort 6,6/22/22,,,,,AC
CAIN4,3,12,E05,cohort 4,6/22/22,,,,,NO PLANT
CAIN4,3,12,E07,cohort 4,6/22/22,,,,,NO PLANT
CAIN4,3,12,E09,cohort 6,6/22/22,0,0,2,,
CAIN4,3,12,E11,cohort 1,6/22/22,,,,,AC
CAIN4,3,12,E13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,F02,cohort 1,6/22/22,,,,,AC
CAIN4,3,12,F04,cohort 2,6/22/22,,,,,AC
CAIN4,3,12,F06,cohort 4,6/22/22,,,,,AC
CAIN4,3,12,F08,cohort 4,6/22/22,,,,,AC
CAIN4,3,12,F10,cohort 7,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,F12,cohort 2,6/22/22,,,,,DIED
CAIN4,3,12,F14,cohort 3,6/22/22,,,,,NO PLANT
CAIN4,3,12,G01,cohort 1,6/22/22,,,,,AC
CAIN4,3,12,G03,cohort 6,6/22/22,,,,,NO PLANT
CAIN4,3,12,G05,cohort 2,6/22/22,,,,,NO PLANT
CAIN4,3,12,G07,cohort 1,6/22/22,,,,,AC
CAIN4,3,12,G09,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN4,3,12,G11,cohort 4,6/22/22,0,0,2,,
CAIN3,3,13,A01,cohort 7,6/22/22,,,,,AC
CAIN3,3,13,A03,cohort 8,6/22/22,,,,,AC
CAIN3,3,13,A05,cohort 1,6/22/22,,,,,AC
CAIN3,3,13,A07,cohort 5,6/22/22,,,,,AC
CAIN3,3,13,A09,cohort 5,6/22/22,,,,,NO PLANT
CAIN3,3,13,A11,cohort 4,6/22/22,,,,,AC
CAIN3,3,13,A13,cohort 3,6/22/22,,,,,AC
CAIN3,3,13,B02,cohort 5,6/22/22,0,0,1,,
CAIN3,3,13,B04,cohort 7,6/22/22,,,,,AC
CAIN3,3,13,B06,cohort 4,6/22/22,0,0,0,,
CAIN3,3,13,B10,cohort 7,6/22/22,,,,,NO PLANT
CAIN3,3,13,B12,cohort 8,6/22/22,,,,,NO PLANT
CAIN3,3,13,B14,cohort 1,6/22/22,,,,,AC
CAIN3,3,13,C01,cohort 6,6/22/22,0,0,1,,
CAIN3,3,13,C03,cohort 6,6/22/22,0,1,2,,
CAIN3,3,13,C05,cohort 4,6/22/22,0,0,2,,
CAIN3,3,13,C07,cohort 5,6/22/22,,,,,AC
CAIN3,3,13,C09,cohort 1,6/22/22,,,,,AC
CAIN3,3,13,C11,cohort 4,6/22/22,,,,,AC
CAIN3,3,13,C13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,3,13,D02,cohort 3,6/22/22,,,,,AC
CAIN3,3,13,D04,cohort 6,6/22/22,,,,,AC
CAIN3,3,13,D06,cohort 4,6/22/22,,,,,AC
CAIN3,3,13,D08,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,3,13,D10,cohort 7,6/22/22,,,,,NO PLANT
CAIN3,3,13,D12,cohort 7,6/22/22,,,,,NO PLANT
CAIN3,3,13,D14,cohort 4,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,3,13,E01,cohort 2,6/22/22,,,,,NO PLANT
CAIN3,3,13,E03,cohort 2,6/22/22,,,,,NO PLANT
CAIN3,3,13,E05,cohort 3,6/22/22,,,,,NO PLANT
